35113676	0.575023422	0.538881262	0.705553404	0.428571429	0.71205142	0.014084507	1	0.142857143	1
35113774	0.581434763	0.538454727	0.736506601	0.285714286	0.671506507	0.014084507	0.857142857	0.142857143	1
35116427	0.573042834	0.543506371	0.710746024	0.285714286	0.680647033	0.014084507	0.857142857	0.142857143	1
35119278	0.571428571	0.521272407	0.146087274	0.142857143	0.345182825	0.014084507	0.142857143	0.142857143	0
35119571	0.583754741	0.527045653	0.577758718	0.142857143	0.614412865	0.366197183	0.714285714	0.285714286	1
35120278	0.597667639	0.515718473	0.054920595	0.142857143	0.369150887	0.014084507	0.142857143	0.142857143	0
35120416	0.442176871	0.669864568	0.098458704	0.142857143	0.359708974	0.014084507	0.142857143	0.142857143	0
35120975	0.563957726	0.541680213	0.227782512	0.142857143	0.371111316	0.014084507	0.142857143	0.142857143	0
35121630	0.650510204	0.483378873	0.068557864	0.142857143	0.37396809	0.014084507	0.142857143	0.142857143	0
35121948	0.593692022	0.520415105	0.090758419	0.142857143	0.360812493	0.014084507	0.142857143	0.142857143	0
35123759	0.571954289	0.543958679	0.653773282	0.428571429	0.711466869	0.014084507	1	0.142857143	1
35126556	0.589256772	0.536806177	0.48781527	0.428571429	0.609905384	0.352112676	0.714285714	0.428571429	1
35127125	0.580517192	0.522967495	0.556219082	0.142857143	0.612617681	0.295774648	0.714285714	0.285714286	1
35129694	0.581395832	0.532882629	0.577475404	0.285714286	0.671057798	0.492957746	0.857142857	0.428571429	1
35131250	0.45112782	0.676205678	0.140249449	0.142857143	0.351545795	0.014084507	0.142857143	0.142857143	0
35132825	0.632653061	0.5330656	0.065518321	0.142857143	0.429823648	0.126760563	0.142857143	0.142857143	0
35134084	0.442176871	0.658182809	0.073071194	0.142857143	0.364037969	0.042253521	0.142857143	0.142857143	0
35134607	0.591716687	0.525747469	0.519338417	0.142857143	0.502442984	0.281690141	0.428571429	0.142857143	1
35134991	0.578231292	0.554227075	0.079338638	0.142857143	0.374898987	0.014084507	0.142857143	0.142857143	0
35135057	0.673469388	0.4776188	0.032376078	0.142857143	0.362976625	0.014084507	0.142857143	0.142857143	0
35135152	0.448979592	0.676806882	0.159883354	0.142857143	0.343849766	0.014084507	0.142857143	0.142857143	0
35135539	0.387755102	0.694414307	0.049949535	0.142857143	0.353960874	0.014084507	0.142857143	0.142857143	0
35135609	0.578925448	0.536302509	0.138985602	0.142857143	0.34249503	0.014084507	0.142857143	0.142857143	0
35135763	0.570945112	0.543788138	0.682433405	0.285714286	0.674276574	0.014084507	0.857142857	0.142857143	1
35135933	0.600441669	0.529343167	0.418139864	0.142857143	0.450120878	0.225352113	0.285714286	0.142857143	1
35136017	0.552998373	0.544699233	0.481133036	0.142857143	0.485635164	0.225352113	0.285714286	0.142857143	0
35136931	0.552995392	0.558154824	0.091870539	0.142857143	0.349058613	0.014084507	0.142857143	0.142857143	0
35137025	0.558390023	0.557175816	0.066136522	0.142857143	0.345182825	0.014084507	0.142857143	0.142857143	0
35137163	0.616780045	0.495970463	0.185122677	0.142857143	0.357457097	0.014084507	0.142857143	0.142857143	0
35137396	0.765306122	0.434058907	0.146662756	0.142857143	0.335369801	0.014084507	0.142857143	0.142857143	1
35137812	0.571428571	0.55567668	0.10510829	0.142857143	0.368153098	0.014084507	0.142857143	0.142857143	0
35138439	0.590561224	0.534102116	0.295253378	0.142857143	0.362976625	0.112676056	0.142857143	0.142857143	0
35138736	0.587290606	0.535292004	0.307345145	0.428571429	0.612189604	0.605633803	0.714285714	0.571428571	1
35204420	0.581132453	0.539154747	0.735768435	0.571428571	0.8048024	0.61971831	1	0.571428571	1
35204920	0.408163265	0.703941498	0.091055567	0.142857143	0.361901585	0.014084507	0.142857143	0.142857143	0
35206162	0.574211576	0.542377696	0.717148264	0.428571429	0.711743418	0.014084507	1	0.142857143	1
35206257	0.439643943	0.684079037	0.160472117	0.142857143	0.377630852	0.014084507	0.142857143	0.142857143	0
35206444	0.659620991	0.452916706	0.06000664	0.142857143	0.355142659	0.014084507	0.142857143	0.142857143	0
35206588	0.581632653	0.518861244	0.134064122	0.142857143	0.358590643	0.014084507	0.142857143	0.142857143	0
35206714	0.576923077	0.551373937	0.163049613	0.142857143	0.359708974	0.014084507	0.142857143	0.142857143	0
35206817	0.481049563	0.644788502	0.039836541	0.142857143	0.364037969	0.014084507	0.142857143	0.142857143	0
35207053	0.674006445	0.517408614	0.131095962	0.142857143	0.339717626	0.014084507	0.142857143	0.142857143	0
35207565	0.578231292	0.547565999	0.16294337	0.142857143	0.365085963	0.014084507	0.142857143	0.142857143	0
35207912	0.581518349	0.540029768	0.650701092	0.571428571	0.69047054	0.704225352	1	0.714285714	1
35211745	0.586734694	0.552824722	0.087100898	0.142857143	0.364037969	0.014084507	0.142857143	0.142857143	0
35211871	0.584516415	0.518996282	0.249752653	0.142857143	0.382839699	0.014084507	0.142857143	0.142857143	0
35212202	0.56122449	0.558460222	0.209931495	0.142857143	0.364037969	0.014084507	0.142857143	0.142857143	0
35212364	0.422740525	0.660770335	0.085435983	0.142857143	0.358590643	0.014084507	0.142857143	0.142857143	0
35215561	0.578231292	0.554227075	0.039944333	0.142857143	0.34249503	0.014084507	0.142857143	0.142857143	0
35215720	0.629251701	0.512500509	0.195638509	0.142857143	0.345182825	0.014084507	0.142857143	0.142857143	0
35216739	0.544217687	0.56511283	0.008698447	0.142857143	0.359708974	0.014084507	0.142857143	0.142857143	0
35216857	0.591836735	0.552187958	0.066795339	0.142857143	0.351545795	0.014084507	0.142857143	0.142857143	0
35217065	0.587557604	0.5380079	0.153395899	0.142857143	0.361901585	0.014084507	0.142857143	0.142857143	0
35217295	0.579446064	0.549513964	0.064703793	0.142857143	0.369150887	0.014084507	0.142857143	0.142857143	0
35217453	0.56122449	0.556601761	0.089974657	0.142857143	0.350311484	0.014084507	0.142857143	0.142857143	0
35228495	0.622905879	0.493046061	0.219999115	0.142857143	0.357457097	0.014084507	0.142857143	0.142857143	0
35228752	0.447588126	0.671612101	0.106110183	0.142857143	0.358590643	0.014084507	0.142857143	0.142857143	0
35229470	0.592159617	0.529992878	0.671617658	0.428571429	0.622614341	0.549295775	0.714285714	0.428571429	1
35229619	0.623582767	0.530682852	0.063056364	0.142857143	0.353960874	0.014084507	0.142857143	0.142857143	0
35232481	0.578231292	0.554227075	0.064200024	0.142857143	0.355142659	0.014084507	0.142857143	0.142857143	0
35232893	0.597050296	0.534494966	0.43782357	0.142857143	0.470052158	0.225352113	0.285714286	0.142857143	1
35249698	0.584352237	0.529193087	0.728118948	0.571428571	0.670019184	0.521126761	0.857142857	0.571428571	1
35249937	0.600054181	0.530845471	0.381457298	0.142857143	0.426402634	0.211267606	0.285714286	0.142857143	1
