35532162	0.330273438	0.22734375	0.682627638	0.496938258	105.6875	1	0.394311	1	2.462397998	18	2	1	0
35572016	0.333702065	0.186578171	0.613162119	0.517429062	113.125	57.125	0.354924	1	2.475671188	14	2	1	0
35631860	0.347569444	0.1625	0.63180888	0.467317255	62.5625	3.25	0.345537	1	2.187520721	6	2	1	0
35948649	0.382352941	0.198529412	0.705339427	0.527092111	227.5	10	0.396747	1	2.301029996	10	2	1	0
37335407	0.705696203	0.935126582	1.270253322	1.69486622	55.75	27	0.273435	1	4.202024895	9	2	1	0
37362611	0.294776119	0.322761194	0.524449557	0.620562325	39.5	0	0.256426	1	2.689308859	9	2	1	0
37374610	0.4375	0.1875	0.704339229	0.390312375	7	5.25	0.173345	1	2.330413773	12	2	1	0
37380129	0.340485075	0.356343284	0.610444654	0.697728769	91.25	0	0.389286	1	2.943988875	8	3	1	0
37414119	0.202168367	0.22130102	0.493605557	0.509372329	39.625	39.5	0.2946	1	2.190331698	4	2	1	0
37455750	0.274122807	0.174342105	0.537996301	0.509132179	31.25	3	0.268524	1	2.149219113	11	2	1	0
37519109	0.181818182	0.181818182	0.418012388	0.448004891	14	2	0.200114	1	2.049218023	8	2	1	0
37685581	0.345486111	0.288194444	0.665361044	0.633497405	49.75	7	0.339199	1	2.257678575	16	2	1	0
39525374	0.225490196	0.205882353	0.58839867	0.561654337	11.5	3	0.0845303	1	2.23299611	10	2	1	0
39526264	0.411184211	0.253289474	0.687893365	0.51217644	62.5	3	0.362637	1	2.195899652	9	2	1	0
39535880	0.205163043	0.065217391	0.460786161	0.318943495	37.75	9	0.365174	1	2.021189299	2	2	1	0
39536124	0.509259259	0.271604938	0.793924115	0.677797735	82.5	12	0.289714	1	2.017033339	2	2	1	0
39536596	0.256410256	0.070512821	0.642562261	0.292071429	30	5	0.25682	1	2.28780173	2	2	1	0
29563222	0.459722222	0.25	0.703124914	0.667707521	82.75	1238.625	0.160425	1	3.124504225	11	1	1	0
29565436	0.176470588	0.367647059	0.381220041	0.607051984	6	9.5	0.0848852	1	2.380211242	2	1	1	0
29565779	0.35483871	0.153225806	0.952022875	0.454269261	22	1317.46875	0.11252	1	1.342422681	2	1	1	0
29630864	0	0.333333333	0	0.471404521	0	0	0.0286874	1	3.534533756	12	1	1	0
29631007	0.076923077	0	0.266469355	0	2	3	0.113769	1	1.447158031	3	1	1	0
29642491	0	0	0	0	0	1	0.00891999	1	0.84509804	3	1	1	0
29797318	0.5	0.166666667	0.5	0.372677996	3	3	0.069012	1	1.591064607	7	1	1	0
35080757	0.32	0.4	0.554616985	0.719374728	16	1	0.141435	1	1.477121255	6	1	1	0
35102185	0	0	0	0	0	2183.4375	0.0488898	1	2.10720997	12	1	1	0
35103391	0.349230111	0.187660393	0.654156486	0.519691481	408.25	610.3125	0.553161	1	2.712649702	25	1	1	0
35109032	0.333333333	0.75	0.533593686	1.330726619	8	658.375	0.0925591	1	2.588831726	7	1	1	0
35132825	0.6	0.4	0.663324958	0.489897949	6	91.25	0.0592017	1	2.240549248	9	1	1	0
35134084	0	0.333333333	0	0.471404521	0	3	0.0660264	1	1.897627091	3	1	1	0
35138439	0.39375	0.385	0.653924451	0.646548529	39.375	1667.125	0.266788	1	1.892094603	8	1	1	0
35251414	0.35	0.4	0.476969601	0.583095189	7	4	0.0986137	1	1.041392685	5	1	1	0
35252167	0.451612903	0.225806452	0.60046808	0.489217771	14	0	0.0560292	1	1.431363764	5	1	1	0
35282667	0.43125	0.025	0.550532413	0.15612495	17.25	0	0.135025	1	0.77815125	3	1	1	0
35282670	0.33	0.218	0.643117408	0.512811856	41.25	6.25	0.0553891	1	1.041392685	2	1	1	0
35282672	0.303571429	0	0.483463799	0	4.25	4.5	0.146634	1	1.255272505	2	1	1	0
35295055	0.25	0.25	0.433012702	0.433012702	1	0	0.0621303	1	1.113943352	3	1	1	0
35296916	0	0.333333333	0	0.471404521	0	4	0.0555367	1	1.204119983	3	1	1	0
35298447	0	0	0	0	0	1	0.124296	1	1.792391689	6	1	1	0
35299778	0.453703704	0.333333333	0.577498746	0.666666667	12.25	3	0.19506	1	1.707570176	8	1	1	0
35300877	0.294117647	0.514705882	0.570315277	0.558823529	5	4	0.119781	1	2.100370545	5	1	1	0
35301430	0.554878049	0.097560976	0.83284737	0.369896363	22.75	5	0.18385	1	1.255272505	5	1	1	0
35307688	0.25	0.5	0.559016994	0.707106781	4	2	0.0907087	1	1.748188027	7	1	1	0
35311583	0.466666667	0.533333333	0.498887652	0.884433277	7	9	0.156602	1	1.919078092	8	1	1	0
35322411	0.333333333	0.333333333	0.471404521	0.666666667	3	677	0.0736378	1	3.649724186	8	1	1	0
35338286	0	0.166666667	0	0.372677996	0	7	0.0381478	1	1.707570176	8	1	1	0
35338467	0.605263158	0.368421053	1.007588933	0.58133479	11.5	2	0.0772903	1	2.994756945	8	1	1	0
35338500	0.125	0.875	0.330718914	1.053268722	1	1	0.0702324	1	2.184691431	8	1	1	0
35340645	0.25	0.166666667	0.595119036	0.552770798	3	2	0.0390827	1	1.462397998	8	1	1	0
35341625	0.2	0.4	0.4	0.489897949	1	2	0.00343434	1	0.954242509	5	1	1	0
35343063	0.175	0.20625	0.440879802	0.521079109	7	0	0.145447	1	1.342422681	6	1	1	0
35348083	0.142857143	0.357142857	0.349927106	0.479157424	2	23.75	0.0815518	1	0.954242509	5	1	1	0
35348166	0.451754386	0.416666667	0.829074992	0.647758167	25.75	5	0.210581	1	1.740362689	9	1	1	0
35348696	0.411764706	0.294117647	0.599884649	0.748701298	7	0	0.0704049	1	2.23299611	6	1	1	0
35348708	0.211538462	0.269230769	0.396452464	0.592107858	5.5	0	0.0931322	1	1.041392685	8	1	1	0
35350931	0.424731183	0.172043011	0.760928396	0.430644826	39.5	1	0.208952	1	3.208172527	8	1	1	0
35351303	0.327302632	0.25	0.553089077	0.516185401	24.875	236.5	0.241938	1	1.707570176	8	1	1	0
35352135	0	0	0	0	0	11.5	0.0250169	1	2.352182518	4	1	1	0
35355710	0.21	0.17	0.422374242	0.391918359	5.25	9	0.161855	1	1.591064607	8	1	1	0
35356074	0.227941176	0.029411765	0.524641499	0.168957725	15.5	18.5	0.167751	1	2.629409599	5	1	1	0
35356781	0.333333333	1.5	0.471404521	2.56580072	2	4.125	0.0411815	1	1.51851394	2	1	1	0
